,sy2010sthdH,sy2010sthdHNC,sy2010sthdW,sy2011sthdH,sy2011sthdHNC,sy2011sthdW,sy2012sthdH,sy2012sthdHNC,sy2012sthdW,sy2013sthdH,sy2013sthdHNC,sy2013sthdW,sy2014sthdH,sy2014sthdHNC,sy2014sthdW,sy2015sthdH,sy2015sthdHNC,sy2015sthdW,sy2010chnkH,sy2010chnkHNC,sy2010chnkW,sy2011chnkH,sy2011chnkHNC,sy2011chnkW,sy2012chnkH,sy2012chnkHNC,sy2012chnkW,sy2013chnkH,sy2013chnkHNC,sy2013chnkW,sy2014chnkH,sy2014chnkHNC,sy2014chnkW,sy2015chnkH,sy2015chnkHNC,sy2015chnkW
3628,247966,32851,42565,142087,22010,44199,131010,10589,38721,77259,8670,23257,75905,6723,25526,110405,9973,45213,99640,6916,28129,102567,5283,26744,58047,4516,22208,45508,6821,18637,74715,10008,29950,97942,10333,24157
3629,247184,32536,43662,142856,21506,43934,130322,9844,40154,76785,9226,23175,76243,7041,24870,110514,9237,45840,100898,6866,26920,102628,5397,26569,58347,4882,21542,45512,6323,19131,74343,10395,29936,98480,9686,24266
3630,247591,32861,42930,142033,21436,44827,130958,10372,38990,76986,8949,23251,75181,7034,25939,109136,9602,46853,99191,7048,28445,103086,5532,25976,58097,4733,21941,45645,6092,19229,74549,9939,30185,98986,10483,22963
3631,248688,32460,42234,143266,21392,43638,131781,9716,38823,77683,8750,22753,75810,6589,25755,110039,9677,45875,99865,6961,27858,102270,5463,26861,59131,4787,20853,45715,5915,19336,74284,9956,30432,98549,10473,23410
3632,247637,32933,42812,142050,22044,44202,131054,10012,39255,78118,8672,22396,76397,6855,24903,111429,9244,44918,101597,6331,26756,102565,5415,26614,58663,4725,21383,45091,6664,19211,73761,10356,30556,98381,10284,23768
3633,246069,33995,43318,140538,22070,45687,130161,10208,39951,77530,8808,22848,76134,7116,24904,109561,9182,46848,98836,6959,28889,103524,5443,25627,58983,4302,21485,45834,6214,18918,73841,10710,30122,98769,10021,23642
3634,246895,33550,42937,141877,22284,44135,131932,10361,38027,76379,8952,23855,76007,6688,25459,110616,8949,46026,101126,6779,26779,102671,5621,26302,58201,4848,21722,45305,5932,19729,73903,10696,30074,98460,10179,23793
3635,247460,33243,42678,142485,21026,44785,132199,9702,38419,77359,8449,23378,76303,7075,24775,110608,9042,45941,100166,6521,27997,102767,5573,26254,57508,4985,22278,44919,6473,19574,73701,10215,30757,98538,10305,23590
3636,248692,32095,42595,142493,21717,44087,131264,10121,38935,77512,8571,23103,75693,7225,25236,108442,9608,47540,99923,6608,28154,102693,5758,26143,58007,4574,22190,45294,6263,19409,74201,10181,30290,98203,11010,23219
3637,248589,32993,41799,141902,22308,44086,131433,10003,38884,77156,8736,23294,75877,7092,25185,109826,8911,46854,101159,6071,27454,102044,5842,26708,58149,4705,21917,44961,6127,19878,73770,9951,30952,98605,10460,23367
3638,246496,33946,42940,141634,22023,44639,130293,10188,39838,77362,8507,23317,75094,6936,26124,111043,9499,45049,99736,6452,28496,103078,5512,26004,58380,5019,21372,45236,6620,19110,73698,10309,30666,97732,9861,24840
3639,248286,33390,41706,142693,22320,43283,129417,9911,40991,76851,9006,23330,75883,6540,25731,110359,9370,45862,100382,6572,27730,102718,5829,26047,59475,4688,20607,45718,6328,18920,73922,10479,30271,98123,10726,23583
3640,246453,33572,43357,142521,22033,43742,130940,9697,39683,78064,8516,22606,76900,6885,24370,109728,8991,46872,99989,7156,27539,101693,5343,27558,59617,4288,20867,44878,6415,19672,73915,10280,30478,98408,10217,23807
3641,246495,33118,43770,141910,21895,44491,131412,10160,38748,77092,8922,23172,75669,6925,25560,109665,9478,46448,100367,7289,27028,102415,5317,26862,58805,4325,21641,45106,6323,19537,74639,9738,30296,99360,9807,23264
3642,247623,33088,42671,142236,22311,43749,130633,9707,39980,76604,8792,23790,75821,7146,25187,109655,8921,47015,100255,6593,27836,102220,5383,26991,59187,4656,20928,45321,6257,19389,73751,10309,30613,98570,10213,23649
3643,247868,33152,42362,142513,21785,43998,130808,10198,39314,77547,8754,22885,76104,6693,25357,109995,9249,46347,100681,7141,26862,102721,5330,26543,59041,4547,21183,45282,6228,19456,73408,10240,31025,99294,10466,22672
3644,247923,34139,41320,141635,22593,44068,130578,9534,40208,76511,9163,23512,75782,7282,25090,109945,9060,46586,99608,6642,28435,103042,5015,26537,58536,4799,21436,45619,6072,19275,74754,10579,29339,99178,10618,22636
3645,247963,32067,43352,142736,21539,44021,131933,9808,38579,77237,8652,23297,75935,6971,25247,110462,9782,45347,98510,7866,28308,101692,5324,27578,58209,4712,21850,45578,6528,18859,73746,10375,30552,98798,10305,23329
3646,247196,33945,42241,143197,22211,42888,131206,10310,38803,76825,9010,23351,74972,7308,25874,110014,9836,45741,100166,6891,27627,103647,5296,25650,58462,4653,21656,45093,6520,19353,75286,10083,29304,100229,9952,22251
3647,247591,33310,42481,142362,21701,44234,130577,9669,40074,77012,8844,23330,75548,7024,25582,110298,9483,45810,100648,6641,27395,102168,5671,26754,57982,4618,22170,45216,6587,19163,73586,10799,30287,98413,9784,24236
3648,249063,32744,41575,143757,21432,43108,130499,10490,39331,77522,8488,23176,74838,7061,26254,110197,9429,45965,98404,7715,28565,102158,5679,26757,59087,4243,21441,46239,6177,18549,74452,10127,30094,98665,10370,23397
3649,248014,32745,42624,141709,22619,43968,130525,10579,39215,77047,8723,23416,74928,6840,26386,110174,9152,46264,99765,7171,27749,102053,5463,27079,58599,4400,21773,45677,6198,19091,73912,10233,30528,99477,10494,22461
3650,248575,32573,42234,140805,22500,44991,131230,10244,38846,77312,8583,23290,76147,6498,25509,109727,9402,46462,100517,6469,27698,102508,5552,26534,58463,4926,21382,45306,6302,19358,74076,10421,30176,98234,9877,24320
3651,246262,33843,43277,142590,22037,43670,131397,10138,38786,78024,8408,22754,76032,6641,25481,110150,8940,46501,101946,6288,26450,102649,5491,26454,59261,4526,20984,45031,6467,19469,73776,10222,30675,98046,10971,23415
3652,248664,32406,42312,141116,22278,44902,131247,10194,38879,77565,8300,23320,75832,7272,25050,111288,9333,44969,99271,6678,28735,103849,4652,26093,57868,4583,22320,45475,6357,19134,74016,10451,30207,99860,9863,22709
3653,247657,33149,42576,141354,22160,44783,131255,10218,38847,77736,8453,22996,75816,7015,25324,110222,9607,45762,101213,6699,26772,102119,5881,26593,58549,4742,21480,45276,6350,19341,73987,10243,30442,99386,9785,23261
3654,246846,34650,41885,141410,22295,44592,131149,9611,39560,76471,9001,23714,76197,6215,25742,109851,9216,46524,100996,6127,27561,102251,5303,27040,59219,4776,20776,45206,6056,19704,73778,10335,30560,98805,10521,23106
3655,249082,32428,41872,142681,22345,43270,130326,10534,39460,77249,8443,23494,76402,6912,24840,110161,9284,46146,100333,7312,27039,103014,5392,26188,58630,4534,21607,45722,6347,18896,73593,9927,31152,98340,11008,23084
3656,247184,33128,43070,143255,21991,43050,130875,9974,39471,77596,8641,22949,75427,7532,25195,111654,9240,44698,99792,7149,27743,102414,5602,26578,58977,4313,21481,45173,6043,19750,74252,10168,30253,99265,9766,23401
3657,246665,34220,42498,141565,21993,44739,129995,10284,40041,76532,8619,24035,76107,7292,24755,109358,9838,46395,100615,6732,27337,102183,5323,27088,58829,4742,21201,45717,6364,18885,73906,10305,30462,99090,9702,23640
3658,248601,31730,43051,141877,22226,44193,131407,10146,38766,77454,8732,23000,75482,7028,25644,110839,9507,45245,101654,6533,26496,102592,5235,26767,58361,4615,21794,45311,6308,19347,74471,9777,30425,99257,10304,22871
3659,247083,33029,43270,142317,22119,43860,130301,10536,39484,77455,8823,22908,75844,6802,25508,109508,9729,46353,100832,6642,27210,102428,5535,26631,59208,4268,21295,45012,6514,19440,74025,9916,30731,99904,9748,22780
3660,248400,32671,42311,142290,21730,44276,131337,10061,38921,77020,8685,23482,75508,7147,25499,110017,9700,45874,99411,7317,27956,103167,5261,26165,58449,4644,21678,45609,6425,18932,74095,9754,30824,99010,9644,23778
3661,247767,32688,42927,143267,20995,44035,130657,9880,39783,77654,8927,22605,75928,6894,25332,110648,8987,45956,99870,7158,27657,103501,5642,25451,58600,4426,21746,45548,6078,19340,74058,9998,30617,98906,10181,23345
3662,248657,31760,42965,141480,22742,44074,130709,9828,39782,76894,8976,23317,75250,7149,25755,109980,9748,45863,99161,6927,28596,102717,5730,26146,58187,4755,21830,45456,6131,19379,73473,10534,30666,99167,10316,22949
3663,246674,33195,43514,142028,21814,44454,130264,10514,39543,77576,9405,22205,75977,6992,25185,109781,9822,45988,100802,6389,27493,101952,5378,27263,58911,4357,21503,45498,6615,18853,74354,10055,30264,99398,10085,22949
3664,247485,32635,43262,141961,21554,44781,131366,9702,39252,77124,8861,23201,75450,7267,25436,111455,9731,44406,100504,6457,27724,102861,5398,26335,58466,4476,21830,45182,6297,19487,74975,10463,29235,98185,9951,24296
3665,247594,32758,43030,142620,22231,43445,130302,10049,39968,77191,8352,23643,74531,7336,26287,110910,9294,45387,99453,7639,27592,102553,5393,26647,58321,4592,21858,44761,6399,19806,75011,10330,29332,98752,10419,23261
3666,247089,34023,42270,142546,21708,44042,130365,10032,39923,77069,8938,23179,76149,6891,25114,110507,9436,45647,100199,7224,27261,101738,5440,27416,59211,4345,21214,45245,6288,19432,73549,10400,30724,98240,10410,23782
3667,250026,31475,41881,141267,22561,44468,129583,9802,40935,77087,8755,23344,76032,6695,25428,110455,9203,45933,100584,6966,27134,103765,5115,25714,58131,4596,22044,46003,6409,18554,75015,9422,30236,99466,9575,23390
3668,248306,32799,42276,142462,22117,43718,132080,9859,38381,77359,8922,22905,75474,6743,25937,109571,9242,46778,99330,7072,28283,101490,6064,27040,58990,4613,21169,45020,6690,19257,73869,10129,30676,98927,10261,23244
3669,248361,33024,41997,141490,22485,44321,130503,9624,40193,77757,8691,22738,76536,6815,24802,110710,9335,45546,100845,6456,27383,102701,5352,26541,59089,4452,21230,45393,6232,19341,74561,10498,29614,99020,9990,23422
3670,248015,33123,42245,141681,22005,44610,131678,10431,38211,77359,8457,23369,75391,7099,25664,110525,9252,45814,100301,7005,27378,102518,5886,26189,58244,4685,21842,45421,6513,19032,74771,9900,30002,97973,10474,23984
3671,247862,32732,42788,142626,21113,44557,130609,10262,39449,77654,8812,22720,75362,7211,25581,111029,9171,45391,101388,6752,26543,101722,5443,27429,58557,4351,21864,45130,6522,19315,73472,10503,30698,98478,9927,24027
3672,247729,32862,42791,141379,22828,44090,131770,9847,38703,77338,8730,23118,75835,6379,25940,110477,9388,45726,100398,7620,26666,102833,5632,26129,58563,4520,21688,45410,5954,19602,74375,9336,30962,99380,10050,23003
3673,247874,33803,41705,142444,21704,44148,132291,9826,38203,77033,8846,23307,76070,6894,25190,109724,8898,46969,102439,6546,25698,103384,4946,26264,58183,5074,21514,45205,6567,19194,74830,9759,30083,99319,9705,23408
3674,247441,33229,42711,143321,21995,42980,130428,10598,39294,77186,8818,23182,76073,6577,25503,111100,9133,45357,100410,6956,27318,102572,5587,26435,58739,4729,21303,44751,6269,19946,73354,10748,30571,99441,10243,22748
3675,247603,33565,42214,141917,22269,44110,131755,9952,38612,77432,8472,23282,75535,7400,25219,110512,9061,46018,101729,6784,26171,102948,5322,26324,58384,4687,21699,45375,6263,19328,73993,10289,30391,99271,10355,22806
3676,249348,32013,42022,142722,21680,43894,130664,9973,39683,77302,8816,23068,76120,6868,25166,109904,9683,46005,101454,6750,26480,102589,5440,26565,58969,4426,21376,45504,6228,19234,74934,9962,29777,98382,10565,23485
3677,248726,33506,41150,142621,21591,44084,131300,9708,39312,77145,8507,23534,75115,6948,26091,109794,9428,46369,100039,6805,27839,102274,5503,26816,58026,4636,22109,45957,6333,18677,74510,10452,29711,99815,10005,22612
3678,247876,33184,42323,141073,22149,45074,129049,9791,41480,77905,8617,22664,75827,6718,25610,110895,9476,45219,100442,6647,27595,102339,5621,26634,58504,4639,21628,45457,6712,18797,73770,10344,30559,99170,10260,23002
3679,247527,32762,43093,142677,21742,43877,130773,9816,39732,76691,8573,23922,74972,6663,26519,111338,9138,45115,99668,7379,27636,102475,5361,26758,58531,4737,21503,45178,6601,19186,73945,10057,30671,97895,10914,23623
3680,247255,33163,42964,142068,21840,44388,131512,9895,38913,77135,8679,23372,75944,6862,25348,110763,9703,45125,100093,7383,27208,101561,5767,27266,58099,4760,21912,45158,6506,19302,73537,10370,30767,99761,9502,23169
3681,248089,33246,42047,142374,21648,44274,130323,10080,39917,77471,8680,23035,76346,6696,25111,110752,9291,45548,100357,6269,28058,102156,5472,26966,59254,4521,20996,45500,6248,19218,74978,10059,29635,99286,10180,22966
3682,248063,32249,43071,142975,21327,43993,130081,10310,39929,76479,8890,23817,77023,6632,24499,110366,9605,45620,98510,6973,29200,102272,5010,27312,58990,4433,21348,45198,6080,19688,74673,9720,30280,98715,9728,23988
3683,248005,33801,41576,142769,21872,43655,129984,10069,40267,77407,8736,23043,75569,6907,25678,109918,9540,46134,99854,7029,27800,102452,5399,26743,57839,4706,22226,45153,6415,19398,74610,10041,30022,98502,10359,23572
3684,247636,33076,42670,142679,21661,43956,131529,9991,38800,77819,8876,22491,75579,6938,25637,110650,9243,45698,100364,6691,27628,101534,5624,27436,58305,4949,21517,45524,6499,18943,74490,9856,30328,99857,9793,22781
3685,246755,33201,43426,143038,21813,43445,129349,10429,40542,77152,8555,23478,75985,6755,25414,110405,9158,46028,100892,6869,26923,101926,5449,27219,58233,4482,22057,45683,6059,19224,74117,10390,30167,99171,10314,22947
3686,247389,32551,43442,142893,21311,44092,131121,10175,39024,76751,9158,23277,75758,6935,25461,110401,9673,45517,99907,6145,28632,102809,5526,26259,58522,4967,21282,45403,6465,19098,73082,9941,31649,98659,10521,23252
3687,247261,32457,43664,142981,22191,43123,130129,10557,39634,77064,8872,23250,76092,7346,24716,109680,9819,46092,99790,6772,28123,102748,5501,26344,59137,4181,21453,45183,6035,19748,74466,9560,30647,99025,9935,23472
3688,247063,33294,43025,143156,21628,43512,129658,10548,40114,77145,9179,22862,75917,6869,25368,109550,9512,46529,100070,7197,27416,101559,5902,27133,58445,4940,21386,45929,6339,18699,73831,10734,30108,98753,10030,23650
3689,247034,33850,42499,142576,21543,44178,130144,9635,40541,77646,8475,23065,75875,7069,25210,111363,8981,45246,98884,6442,29358,102943,5852,25800,57113,4821,22837,45906,6633,18426,74203,10010,30460,98680,9784,23968
3690,248614,33569,41199,141126,22533,44637,129992,10578,39750,77632,8540,23014,76597,7033,24524,108984,9519,47088,99617,6954,28113,102086,5463,27045,58410,4756,21605,45663,6484,18819,73978,10062,30633,99556,10111,22765
3691,248510,32297,42576,141584,21656,45056,130808,10007,39504,78107,8665,22413,76169,7110,24876,111722,8832,45038,100730,6853,27102,102612,5559,26424,58754,4484,21534,45278,6219,19468,74067,10421,30185,98077,10761,23595
3692,247742,33365,42275,141879,22149,44268,130533,10086,39702,77364,9039,22783,75924,6443,25787,109976,9346,46269,99659,7129,27896,103010,4978,26606,58816,4466,21489,45535,6304,19127,74800,10076,29797,99159,10391,22882
3693,247225,33600,42558,141735,22258,44303,130854,10430,39036,77540,8568,23077,76225,7206,24722,108974,9732,46884,99949,6850,27885,102854,5645,26094,58144,4402,22225,45683,6372,18911,74288,9835,30550,98442,9654,24335
3694,247610,33446,42326,141462,21727,45107,130456,10016,39848,76712,8885,23589,75937,6567,25650,110015,9125,46450,99464,7709,27512,102070,5450,27073,58624,4594,21553,45462,6188,19316,73725,10414,30534,99405,10099,22928
3695,246220,33777,43385,141408,22402,44485,130356,10010,39954,77664,8482,23040,76186,6949,25019,110945,9008,45638,100185,7780,26719,103277,5020,26297,58199,5104,21468,45359,6712,18895,75175,9822,29676,98091,10149,24192
3696,246664,33195,43523,142108,21971,44217,130373,10055,39892,76943,8769,23474,75526,7076,25551,109671,9725,46195,100338,7254,27091,101805,5769,27020,59382,4139,21250,45319,6247,19400,74224,10230,30220,98804,9990,23638
3697,247146,33871,42365,143107,21179,44009,130962,9799,39559,77356,8895,22935,76275,6863,25016,110028,9103,46460,100072,6275,28337,103234,5609,25751,58700,4486,21585,45475,6433,19058,74384,9735,30554,98970,9983,23479
3698,248466,32855,42061,144027,21695,42574,130986,10099,39235,77160,9055,22971,75688,6831,25635,110722,9421,45449,99959,7704,27021,101826,5320,27447,59084,4457,21231,45666,6222,19078,73768,10426,30479,98169,9711,24552
3699,246896,34335,42151,141262,22549,44484,130519,10014,39787,78084,8487,22615,75025,6735,26393,110519,10129,44944,100618,7199,26866,103042,5516,26037,58359,4593,21818,45712,6071,19183,74301,10425,29947,98747,10280,23405
3700,248628,32751,42003,141525,22093,44678,130913,10405,39002,76843,8893,23450,75612,6890,25652,110512,9078,46002,100073,6893,27718,102943,5617,26034,58483,4788,21499,44989,6269,19708,73747,10223,30703,98689,10082,23661
3701,248395,32759,42228,142596,22446,43254,129787,10001,40533,77229,9242,22715,75450,6958,25747,111333,9193,45065,101117,6276,27291,102428,5497,26669,57969,4348,22454,45724,6518,18725,74292,9533,30849,99268,9916,23248
3702,248243,33756,41383,142081,22608,43607,130506,9991,39824,77606,8908,22672,74902,7295,25957,110141,9380,46071,99733,7017,27934,102623,5313,26658,58625,4468,21678,45195,6565,19205,75332,10016,29325,98995,10110,23327
3703,249065,32792,41525,142117,21805,44374,131709,9636,38974,77323,8797,23066,75815,7126,25212,109939,8801,46851,100469,7516,26698,102631,5435,26527,58653,4192,21926,45234,6572,19160,74652,9722,30299,100037,9595,22800
3704,248498,32532,42352,143014,20981,44301,130780,9803,39737,77778,8639,22769,75450,6842,25862,110647,9328,45616,99610,7671,27402,101883,5693,27018,58958,4927,20886,45223,6071,19671,74148,10126,30399,99514,9916,23003
3705,246625,33495,43262,141579,22048,44669,130914,10459,38947,77083,8949,23153,75277,6917,25960,109759,9796,46036,100567,7340,26777,103118,5545,25931,59111,4247,21413,45546,6265,19155,74389,10088,30197,99828,10264,22340
3706,247643,32612,43127,142069,21677,44549,131007,9783,39530,77034,8791,23361,75917,6780,25457,110950,9450,45191,100169,7078,27437,102541,5104,26949,58874,4459,21437,46219,6161,18586,73909,10403,30361,98775,10347,23311
3707,248382,33644,41356,142750,21117,44430,130945,9922,39453,77101,8523,23562,75662,7113,25379,110199,10217,45175,101975,6298,26411,102848,5533,26213,58490,4638,21643,45042,6454,19470,74173,10089,30411,98552,10077,23803
3708,246672,33343,43367,142915,22712,42669,130744,10216,39359,77374,8620,23191,75059,6861,26234,110317,9117,46157,101558,6560,26565,103500,5197,25897,59445,4413,20913,45048,6435,19483,74348,9715,30610,98487,10310,23634
3709,247277,32822,43283,143203,21697,43396,128794,10238,41288,76946,8526,23714,75966,6805,25383,110730,9319,45542,99471,7137,28076,101665,5680,27249,59244,4386,21141,45211,6328,19426,74191,10264,30218,98616,10610,23206
3710,248706,32278,42398,142510,21987,43799,131431,10085,38804,77812,8517,22857,76774,7207,24173,110560,9450,45581,98625,7176,28883,101937,5691,26965,58927,4595,21249,45756,6150,19060,73867,10677,30129,99662,9628,23143
3711,247426,33113,42843,142758,22072,43466,130291,9765,40263,77840,8756,22591,75404,6708,26042,110452,9413,45725,100308,6819,27557,102229,5696,26670,58638,4471,21663,44834,6344,19788,73839,10242,30592,98657,10290,23485
